Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2
ACURA ILX	2.4	4	AMS-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV02.4NH3	small car	3	25	35	29	6	No	309
ACURA ILX	2.4	4	AMS-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV02.4NH3	small car	3	25	35	29	6	No	309
ACURA MDX	3	6	AMS-7	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.08H3	small SUV	3	26	27	27	6	No	330
ACURA MDX	3	6	AMS-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.08H3	small SUV	3	26	27	27	6	No	330
ACURA MDX	3.5	6	SemiAuto-9	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5RH3	small SUV	3	19	27	22	4	No	404
ACURA MDX	3.5	6	SemiAuto-9	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5RH3	small SUV	3	20	27	23	5	No	390
ACURA MDX	3.5	6	SemiAuto-9	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5RH3	small SUV	3	19	27	22	4	No	404
ACURA MDX	3.5	6	SemiAuto-9	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5RH3	small SUV	3	20	27	23	5	No	390
ACURA MDX	3.5	6	SemiAuto-9	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5RH3	small SUV	3	18	26	21	4	No	424
ACURA MDX	3.5	6	SemiAuto-9	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5RH3	small SUV	3	19	26	22	4	No	404
ACURA MDX	3.5	6	SemiAuto-9	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5RH3	small SUV	3	18	26	21	4	No	424
ACURA MDX	3.5	6	SemiAuto-9	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5RH3	small SUV	3	19	26	22	4	No	404
ACURA NSX	3.5	6	AMS-9	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5CH4	small car	3	21	22	21	4	No	420
ACURA NSX	3.5	6	AMS-9	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5CH4	small car	3	21	22	21	4	No	420
ACURA RDX	3.5	6	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXT03.5GV3	small SUV	3	20	28	23	5	No	386
ACURA RDX	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JHNXT03.5GV3	small SUV	3	20	28	23	5	No	386
ACURA RDX	3.5	6	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXT03.5GV3	small SUV	3	19	27	22	4	No	402
ACURA RDX	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	JHNXT03.5GV3	small SUV	3	19	27	22	4	No	402
ACURA RLX	3.5	6	AMS-7	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JHNXV03.5BK3	midsize car	7	28	29	28	6	No	316
ACURA RLX	3.5	6	AMS-7	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JHNXV03.5BK3	midsize car	7	28	29	28	6	No	316
ACURA RLX	3.5	6	SemiAuto-10	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5PH4	midsize car	3	20	29	23	5	No	383
ACURA RLX	3.5	6	SemiAuto-10	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5PH4	midsize car	3	20	29	23	5	No	383
ACURA TLX	2.4	4	AMS-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV02.4WH3	small car	3	23	33	27	6	No	330
ACURA TLX	2.4	4	AMS-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV02.4WH3	small car	3	23	33	27	6	No	330
ACURA TLX	3.5	6	SemiAuto-9	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5LH3	small car	3	20	32	24	5	No	368
ACURA TLX	3.5	6	SemiAuto-9	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5LH3	small car	3	20	32	24	5	No	368
ACURA TLX	3.5	6	SemiAuto-9	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5LH3	small car	3	21	30	24	5	No	369
ACURA TLX	3.5	6	SemiAuto-9	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5LH3	small car	3	21	30	24	5	No	369
ACURA TLX AWD A-SPEC	3.5	6	SemiAuto-9	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5LH3	small car	3	20	29	23	5	No	387
ACURA TLX AWD A-SPEC	3.5	6	SemiAuto-9	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5LH3	small car	3	20	29	23	5	No	387
ACURA TLX FWD A-SPEC	3.5	6	SemiAuto-9	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JHNXV03.5LH3	small car	3	20	30	23	5	No	382
ACURA TLX FWD A-SPEC	3.5	6	SemiAuto-9	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JHNXV03.5LH3	small car	3	20	30	23	5	No	382
ALFA ROMEO 4C	1.8	4	AutoMan-6	2WD	Gasoline	CA	L2	California LEV-II LEV	JCRXV01.85P0	small car	1	24	34	28	6	No	317
ALFA ROMEO 4C	1.8	4	AutoMan-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JCRXV01.85P0	small car	1	24	34	28	6	No	317
ALFA ROMEO Giulia	2	4	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	JCRXJ02.05P0	midsize car	3	24	33	27	6	No	330
ALFA ROMEO Giulia	2.9	6	Auto-8	2WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	JCRXJ02.95P0	midsize car	3	17	24	20	4	No	451
ALFA ROMEO Giulia	2.9	6	Auto-8	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JCRXJ02.95P0	midsize car	3	17	24	20	4	No	451
ALFA ROMEO Giulia	2.9	6	Auto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JCRXJ02.95P0	midsize car	3	17	24	20	4	No	451
ALFA ROMEO Giulia AWD	2	4	Auto-8	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	JCRXJ02.05P0	midsize car	3	23	31	26	5	No	348
ALFA ROMEO Stelvio AWD	2	4	Auto-8	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	JCRXJ02.05P0	small SUV	3	22	28	24	5	No	364
ALFA ROMEO Stelvio AWD	2.9	6	Auto-8	4WD	Gasoline	CA	L2ULEV125	California LEV-II ULEV125	JCRXJ02.95P0	small SUV	3	17	23	19	3	No	470
ALFA ROMEO Stelvio AWD	2.9	6	Auto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JCRXJ02.95P0	small SUV	3	17	23	19	3	No	470
ALFA ROMEO Stelvio AWD	2.9	6	Auto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JCRXJ02.95P0	small SUV	3	17	23	19	3	No	470
ASTON MARTIN DB11	4	8	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JASXV04.0AES	small car	3	18	24	20	4	No	431
ASTON MARTIN DB11	5.2	12	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JASXV05.2AM5	small car	3	15	21	17	3	No	497
ASTON MARTIN Rapide S	6	12	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JASXV06.0VHB	small car	3	14	21	17	3	No	533
ASTON MARTIN Rapide S	6	12	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	JASXV06.0VHB	small car	3	14	21	17	3	No	533
"ASTON MARTIN Vanquish, S and Zagato"	6	12	SemiAuto-8	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JASXV06.0VHB	small car	3	13	21	16	2	No	555
"ASTON MARTIN Vanquish, S and Zagato"	6	12	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	JASXV06.0VHB	small car	3	13	21	16	2	No	555
AUDI A3	2	4	AMS-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	JVGAV02.0APA	small car	7	24	31	27	6	No	330
AUDI A3	2	4	AMS-6	4WD	Gasoline	FA	T3SULEV30	Federal Tier 3 Transitional  LEV-II SULEV30 Carry.	JVGAV02.0APA	small car	7	24	31	27	6	No	330
AUDI A3	2	4	AMS-7	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JVGAJ02.0A3A	small car	7	26	35	29	6	No	303
AUDI A3	2	4	AMS-7	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JVGAJ02.0A3A	small car	7	26	35	29	6	No	303
AUDI A3 Cabriolet	2	4	AMS-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	JVGAV02.0APA	small car	7	22	30	25	5	No	359
AUDI A3 Cabriolet	2	4	AMS-6	4WD	Gasoline	FA	T3SULEV30	Federal Tier 3 Transitional  LEV-II SULEV30 Carry.	JVGAV02.0APA	small car	7	22	30	25	5	No	359
AUDI A3 Cabriolet	2	4	AMS-7	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JVGAJ02.0A3A	small car	7	25	33	28	6	No	315
AUDI A3 Cabriolet	2	4	AMS-7	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JVGAJ02.0A3A	small car	7	25	33	28	6	No	315
AUDI A3 e-tron	1.4	4	AMS-6	2WD	Gasoline/Electricity	CA	L3SULEV30	California LEV-III SULEV30	JVGAV01.4V3B	small car	7	34/81	39/86	36/83	10	Elite	150
AUDI A3 e-tron	1.4	4	AMS-6	2WD	Gasoline/Electricity	FA	T3B30	Federal Tier 3 Bin 30	JVGAV01.4V3B	small car	7	34/81	39/86	36/83	10	Elite	150
AUDI A4	2	4	AMS-7	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAV02.0A7C	small car	5	24	34	27	6	No	327
AUDI A4	2	4	AMS-7	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAV02.0A7C	small car	5	24	34	27	6	No	327
AUDI A4	2	4	Man-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAJ02.0AAC	small car	3	24	33	27	6	No	327
AUDI A4	2	4	Man-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ02.0AAC	small car	3	24	33	27	6	No	327
AUDI A4 Ultra	2	4	AMS-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAJ02.0AAC	small car	3	27	37	31	7	Yes	284
AUDI A4 Ultra	2	4	AMS-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ02.0AAC	small car	3	27	37	31	7	Yes	284
AUDI A5	2	4	AMS-7	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAV02.0A7C	small car	5	24	34	27	6	No	327
AUDI A5	2	4	AMS-7	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAV02.0A7C	small car	5	24	34	27	6	No	327
AUDI A5	2	4	Man-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAJ02.0AAC	small car	3	24	33	27	6	No	327
AUDI A5	2	4	Man-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ02.0AAC	small car	3	24	33	27	6	No	327
AUDI A5 Cabriolet	2	4	AMS-7	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAV02.0A7C	small car	5	24	34	27	6	No	327
AUDI A5 Cabriolet	2	4	AMS-7	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAV02.0A7C	small car	5	24	34	27	6	No	327
AUDI A5 Sportback quattro	2	4	AMS-7	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAV02.0A7C	midsize car	5	24	34	27	6	No	327
AUDI A5 Sportback quattro	2	4	AMS-7	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAV02.0A7C	midsize car	5	24	34	27	6	No	327
AUDI A6	2	4	AMS-7	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAV02.0A7C	midsize car	5	25	34	28	6	No	311
AUDI A6	2	4	AMS-7	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAV02.0A7C	midsize car	5	25	34	28	6	No	311
AUDI A6	2	4	SemiAuto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAV02.0A7C	midsize car	5	22	31	26	5	No	347
AUDI A6	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAV02.0A7C	midsize car	5	22	31	26	5	No	347
AUDI A6	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ03.0AUE	midsize car	3	20	29	23	5	No	378
AUDI A6	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAJ03.0AUE	midsize car	3	20	29	23	5	No	378
AUDI A7	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ03.0AUE	midsize car	3	20	29	23	5	No	378
AUDI A7	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAJ03.0AUE	midsize car	3	20	29	23	5	No	378
AUDI A8 L	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ03.0AUE	large car	3	19	29	22	4	No	397
AUDI A8 L	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAJ03.0AUE	large car	3	19	29	22	4	No	397
AUDI A8 L	4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV04.0NUA	large car	3	16	26	19	3	No	466
AUDI A8 L	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV04.0NUA	large car	3	16	26	19	3	No	466
AUDI Q3	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV02.0AUA	small car	3	20	28	23	5	No	380
AUDI Q3	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV02.0AUA	small car	3	20	28	23	5	No	380
AUDI Q3	2	4	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV02.0AUA	small car	3	20	28	23	5	No	387
AUDI Q3	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV02.0AUA	small car	3	20	28	23	5	No	387
AUDI Q5	2	4	SemiAuto-7	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAJ02.0AAC	small SUV	3	23	27	25	5	No	363
AUDI Q5	2	4	SemiAuto-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ02.0AAC	small SUV	3	23	27	25	5	No	363
AUDI Q7	2	4	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAJ02.0AAC	standard SUV	3	19	25	21	4	No	415
AUDI Q7	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ02.0AAC	standard SUV	3	19	25	21	4	No	415
AUDI Q7	3	6	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAJ03.0AUE	standard SUV	3	19	25	21	4	No	419
AUDI Q7	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAJ03.0AUE	standard SUV	3	19	25	21	4	No	419
AUDI R8	5.2	10	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	14	25	18	3	No	497
AUDI R8	5.2	10	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	14	25	18	3	No	497
AUDI R8	5.2	10	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	14	22	17	3	No	531
AUDI R8	5.2	10	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	14	22	17	3	No	531
AUDI R8 Spyder	5.2	10	AMS-7	2WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	14	25	18	3	No	497
AUDI R8 Spyder	5.2	10	AMS-7	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	14	25	18	3	No	497
AUDI R8 Spyder	5.2	10	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV05.2NBE	small car	1	14	22	17	3	No	531
AUDI R8 Spyder	5.2	10	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV05.2NBE	small car	1	14	22	17	3	No	531
AUDI RS3	2.5	5	AMS-7	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAV02.5NAG	small car	3	19	28	22	4	No	399
AUDI RS3	2.5	5	AMS-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV02.5NAG	small car	3	19	28	22	4	No	399
AUDI RS5	2.9	6	AMS-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAJ03.0N7F	small car	5	18	26	21	4	No	419
AUDI RS5	2.9	6	AMS-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAJ03.0N7F	small car	5	18	26	21	4	No	419
AUDI RS7	4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV04.0NUA	midsize car	3	14	24	17	3	No	512
AUDI RS7	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV04.0NUA	midsize car	3	14	24	17	3	No	512
AUDI S3	2	4	AMS-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV02.0AUA	small car	3	22	28	25	5	No	359
AUDI S3	2	4	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV02.0AUA	small car	3	22	28	25	5	No	359
AUDI S4	3	6	AMS-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAJ03.0N7F	small car	5	21	30	24	5	No	374
AUDI S4	3	6	AMS-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAJ03.0N7F	small car	5	21	30	24	5	No	374
AUDI S5	3	6	AMS-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAJ03.0N7F	small car	5	21	30	24	5	No	374
AUDI S5	3	6	AMS-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAJ03.0N7F	small car	5	21	30	24	5	No	374
AUDI S5 Cabriolet	3	6	AMS-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAJ03.0N7F	small car	5	20	29	23	5	No	384
AUDI S5 Cabriolet	3	6	AMS-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAJ03.0N7F	small car	5	20	29	23	5	No	384
AUDI S5 Sportback	3	6	AMS-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAJ03.0N7F	midsize car	5	21	30	24	5	No	374
AUDI S5 Sportback	3	6	AMS-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAJ03.0N7F	midsize car	5	21	30	24	5	No	374
AUDI S6	4	8	AMS-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV04.0NUA	midsize car	3	16	24	18	3	No	480
AUDI S6	4	8	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV04.0NUA	midsize car	3	16	24	18	3	No	480
AUDI S7	4	8	AMS-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV04.0NUA	midsize car	3	16	24	18	3	No	480
AUDI S7	4	8	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV04.0NUA	midsize car	3	16	24	18	3	No	480
AUDI S8	4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV04.0NUA	midsize car	3	14	24	18	3	No	503
AUDI S8	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV04.0NUA	midsize car	3	14	24	18	3	No	503
AUDI SQ5	3	6	AMS-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAJ03.0N7F	small SUV	5	19	24	21	4	No	434
AUDI SQ5	3	6	AMS-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAJ03.0N7F	small SUV	5	19	24	21	4	No	434
AUDI TT Coupe	2	4	AMS-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	JVGAV02.0APA	small car	7	23	30	26	5	No	336
AUDI TT Coupe	2	4	AMS-6	4WD	Gasoline	FA	T3SULEV30	Federal Tier 3 Transitional  LEV-II SULEV30 Carry.	JVGAV02.0APA	small car	7	23	30	26	5	No	336
AUDI TT RS	2.5	5	AMS-7	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAV02.5NAG	small car	3	19	29	22	4	No	395
AUDI TT RS	2.5	5	AMS-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV02.5NAG	small car	3	19	29	22	4	No	395
AUDI TT Roadster	2	4	AMS-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	JVGAV02.0APA	small car	7	23	30	26	5	No	336
AUDI TT Roadster	2	4	AMS-6	4WD	Gasoline	FA	T3SULEV30	Federal Tier 3 Transitional  LEV-II SULEV30 Carry.	JVGAV02.0APA	small car	7	23	30	26	5	No	336
AUDI TTS Coupe	2	4	AMS-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV02.0AUA	small car	3	23	27	25	5	No	358
AUDI TTS Coupe	2	4	AMS-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV02.0AUA	small car	3	23	27	25	5	No	358
AUDI allroad quattro	2	4	AMS-7	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	JVGAV02.0A7C	station wagon	5	22	30	25	5	No	350
AUDI allroad quattro	2	4	AMS-7	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	JVGAV02.0A7C	station wagon	5	22	30	25	5	No	350
BENTLEY Bentayga	6	12	SemiAuto-8	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	JVGAT06.0EAR	standard SUV	3	12	19	15	2	No	596
BENTLEY Bentayga	6	12	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAT06.0EAR	standard SUV	3	12	19	15	2	No	596
BENTLEY Chiron	8	16	AMS-7	4WD	Gasoline	CA	L3LEV160	California LEV-III LEV160	JVGAV08.0GLB	small car	1	9	14	11	1	No	840
BENTLEY Chiron	8	16	AMS-7	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV08.0GLB	small car	1	9	14	11	1	No	840
BENTLEY Continental GT Convertible	6	12	SemiAuto-8	4WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.0VLN	small car	1	12	20	14	1	No	627
BENTLEY Continental GT Convertible	6	12	SemiAuto-8	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.0VLN	small car	1	12	20	14	1	No	627
BENTLEY Continental Supersports Convt	6	12	SemiAuto-8	4WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.0VLN	small car	1	12	20	14	1	No	627
BENTLEY Continental Supersports Convt	6	12	SemiAuto-8	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.0VLN	small car	1	12	20	14	1	No	627
BENTLEY Flying Spur	4	8	SemiAuto-8	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JVGAV04.0NUA	midsize car	3	13	22	16	2	No	568
BENTLEY Flying Spur	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	JVGAV04.0NUA	midsize car	3	13	22	16	2	No	568
BENTLEY Flying Spur	6	12	SemiAuto-8	4WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.0VLN	midsize car	1	12	20	14	1	No	627
BENTLEY Flying Spur	6	12	SemiAuto-8	4WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.0VLN	midsize car	1	12	20	14	1	No	627
BENTLEY Mulsanne	6.8	8	SemiAuto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	JVGAV06.8ELP	midsize car	1	11	18	14	1	No	652
BENTLEY Mulsanne	6.8	8	SemiAuto-8	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	JVGAV06.8ELP	midsize car	1	11	18	14	1	No	652
BMW 230i Convertible	2	4	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JBMXJ02.0B4X	small car	7	24	34	27	6	No	324
BMW 230i Convertible	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JBMXJ02.0B4X	small car	7	24	34	27	6	No	324
BMW 230i Coupe	2	4	Man-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JBMXJ02.0B4X	small car	7	21	32	25	5	No	360
BMW 230i Coupe	2	4	Man-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JBMXJ02.0B4X	small car	7	21	32	25	5	No	360
BMW 230i Coupe	2	4	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JBMXJ02.0B4X	small car	7	24	35	28	6	No	318
BMW 230i Coupe	2	4	SemiAuto-8	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JBMXJ02.0B4X	small car	7	24	35	28	6	No	318
BMW 230i xDrive Convertible	2	4	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JBMXJ02.0B4X	small car	7	23	33	27	6	No	333
BMW 230i xDrive Convertible	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JBMXJ02.0B4X	small car	7	23	33	27	6	No	333
BMW 230i xDrive Coupe	2	4	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	JBMXJ02.0B4X	small car	7	24	33	27	6	No	325
BMW 230i xDrive Coupe	2	4	SemiAuto-8	4WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	JBMXJ02.0B4X	small car	7	24	33	27	6	No	325
BMW 320i	2	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	JBMXJ02.0N20	small car	3	23	35	27	6	No	326
BMW 320i	2	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	JBMXJ02.0N20	small car	3	23	35	27	6	No	326
